1640954400 896.49
1640954401 894.48
1640954402 892.98
1640954403 893.53
1640954404 897.52
1640954405 904.36
1640954406 908.63
1640954407 912.06
1640954408 917.94
1640954409 920.26
1640954410 923.04
1640954411 923.04
1640954412 921.70
1640954413 923.29
1640954414 915.57
1640954415 914.65
1640954416 912.02
1640954417 910.26
1640954418 907.74
1640954419 906.08
1640954420 903.34
1640954421 899.13
1640954422 895.76
1640954423 893.16
1640954424 889.91
1640954425 889.33
1640954426 887.85
1640954427 917.73
1640954428 889.55
1640954429 890.94
1640954430 891.79
1640954431 895.70
1640954432 900.94
1640954433 904.51
1640954434 907.20
1640954435 911.68
1640954436 916.94
1640954437 920.52
1640954438 922.59
1640954439 922.56
1640954440 920.75
1640954441 918.79
1640954442 913.23
1640954443 908.58
1640954444 905.50
1640954445 900.76
1640954446 894.78
1640954447 892.84
1640954448 892.81
1640954449 894.35
1640954450 896.19
1640954451 897.11
1640954452 904.04
1640954453 909.24
1640954454 913.26
1640954455 917.11
1640954456 919.33
1640954457 923.10
1640954458 924.88
1640954459 926.05
1640954460 924.28
1640954461 920.40
1640954462 915.64
1640954463 910.60
1640954464 905.50
1640954465 899.11
1640954466 895.64
1640954467 893.13
1640954468 892.67
1640954469 891.09
1640954470 894.12
1640954471 893.98
1640954472 898.56
1640954473 901.76
1640954474 906.22
1640954475 908.47
1640954476 912.10
1640954477 914.53
1640954478 917.24
1640954479 920.78
1640954480 921.62
1640954481 923.53
1640954482 923.62
1640954483 923.37
1640954484 922.72
1640954485 919.96
1640954486 918.76
1640954487 907.51
1640954488 910.28
1640954489 903.75
1640954490 900.14
1640954491 894.48
1640954492 891.92
1640954493 891.77
1640954494 891.89
1640954495 891.76
1640954496 893.92
1640954497 898.42
1640954498 901.94
1640954499 905.19
1640954500 907.72
1640954501 911.25
1640954502 914.22
1640954503 917.25
1640954504 918.09
1640954505 921.14
1640954506 922.84
1640954507 922.97
1640954508 921.31
1640954509 923.25
1640954510 922.99
1640954511 920.94
1640954512 918.26
1640954513 914.14
1640954514 912.91
1640954515 909.87
1640954516 904.94
1640954517 904.13
1640954518 901.56
1640954519 898.70
1640954520 895.48
1640954521 893.11
1640954522 891.58
1640954523 890.92
1640954524 892.00
1640954525 895.12
1640954526 895.90
1640954527 899.08
1640954528 901.34
1640954529 905.89
1640954530 910.07
1640954531 913.88
1640954532 916.00
1640954533 917.92
1640954534 920.92
1640954535 922.16
1640954536 924.30
1640954537 925.20
1640954538 924.11
1640954539 920.51
1640954540 918.63
1640954541 917.76
1640954542 916.38
1640954543 913.38
1640954544 914.05
1640954545 912.72
1640954546 911.34
1640954547 906.28
1640954548 911.61
1640954549 912.88
1640954550 910.98
1640954551 908.90
1640954552 907.89
1640954553 908.47
1640954554 906.01
1640954555 904.49
1640954556 902.05
1640954557 901.72
1640954558 901.52
1640954559 900.15
1640954560 899.35
1640954561 898.18
1640954562 896.92
1640954563 894.01
1640954564 893.57
1640954565 892.53
1640954566 893.53
1640954567 892.22
1640954568 892.83
1640954569 890.81
1640954570 891.07
1640954571 891.44
1640954572 891.12
1640954573 890.57
1640954574 891.29
1640954575 893.02
1640954576 893.35
1640954577 893.42
1640954578 893.77
1640954579 895.44
1640954580 895.42
1640954581 896.91
1640954582 897.56
1640954583 900.26
1640954584 901.67
1640954585 905.29
1640954586 906.88
1640954587 912.01
1640954588 913.29
1640954589 916.53
1640954590 918.42
1640954591 920.72
1640954592 921.37
1640954593 922.46
1640954594 921.87
1640954595 921.94
1640954596 922.64
1640954597 922.78
1640954598 923.06
1640954599 924.07
1640954600 923.42
1640954601 922.25
1640954602 920.98
1640954603 921.58
1640954604 920.95
1640954605 920.83
1640954606 917.56
1640954607 901.89
1640954608 914.69
1640954609 912.59
1640954610 912.43
1640954611 909.66
1640954612 908.92
1640954613 907.80
1640954614 908.16
1640954615 908.30
1640954616 906.11
1640954617 904.72
1640954618 904.49
1640954619 904.58
1640954620 905.22
1640954621 904.30
1640954622 905.65
1640954623 906.10
1640954624 906.53
1640954625 906.65
1640954626 909.85
1640954627 912.06
1640954628 911.67
1640954629 911.21
1640954630 912.45
1640954631 911.90
1640954632 911.45
1640954633 910.87
1640954634 911.10
1640954635 911.29
1640954636 911.83
1640954637 911.10
1640954638 910.50
1640954639 911.85
1640954640 910.77
1640954641 910.35
1640954642 909.48
1640954643 908.81
1640954644 909.54
1640954645 909.47
1640954646 910.14
1640954647 910.53
1640954648 909.43
1640954649 913.41
1640954650 914.84
1640954651 915.75
1640954652 917.98
1640954653 920.48
1640954654 922.05
1640954655 922.79
1640954656 923.76
1640954657 924.97
1640954658 923.41
1640954659 921.29
1640954660 918.60
1640954661 917.44
1640954662 913.43
1640954663 907.20
1640954664 904.28
1640954665 898.74
1640954666 895.00
1640954667 920.96
1640954668 891.57
1640954669 893.21
1640954670 897.81
1640954671 903.34
1640954672 908.53
1640954673 913.50
1640954674 917.65
1640954675 920.40
1640954676 921.49
1640954677 922.03
1640954678 922.81
1640954679 921.66
1640954680 919.41
1640954681 916.61
1640954682 913.57
1640954683 909.95
1640954684 906.59
1640954685 903.77
1640954686 901.35
1640954687 899.74
1640954688 896.39
1640954689 895.42
1640954690 894.12
1640954691 894.61
1640954692 893.78
1640954693 893.78
1640954694 893.69
1640954695 891.78
1640954696 892.42
1640954697 891.49
1640954698 890.87
1640954699 890.46
1640954700 892.03
1640954701 892.93
1640954702 892.68
1640954703 892.68
1640954704 895.22
1640954705 896.44
1640954706 897.39
1640954707 897.41
1640954708 898.36
1640954709 898.84
1640954710 898.18
1640954711 897.25
1640954712 897.44
1640954713 897.08
1640954714 896.74
1640954715 895.57
